,,,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,
Shipping Corpn. Of India Ltd.,30741.9,29319.9,610.7,410.2,0.7,24472,15745.46,13712.7,7730.3,51105.2,7477.1,9808.7,1.5,40629.1,33949.5,943.8,1738.2,,26430,16423.3,14026.5,10269.9,62831.2,22873.2,13435.1,1.17,95.2,91.3,46137.2
Siemens Ltd.,20136,17905.7,765.3,79.6,,19086.2,14717.2,28.9,7363.3,19817.7,10550.4,2019.5,6.14,30618.6,27314.1,1069.4,119.7,,29341.9,23079,25.7,12759,28707.6,15915.6,2131.6,11.05,195.72,443.57,15869.2
State Bank Of India,381865.6,,375588.4,1.9,6.3,345055.6,54627.74,168945.3,520708,4080724.5,583656.3,96362.5,1.58,395820.4,,380956.6,10,18.3,352775.2,58736.94,226491.5,461140.4,4598828.4,552681.5,51714.5,1.43,66.63,68.66,3761521.3
Sterlite Industries (India) Ltd. [Merged],33930.3,30660.9,834,,159.9,32004.8,26676.77,20136.3,5976.8,48951.3,8435.8,3202,0.72,43974.6,39881.7,1021.8,,1530.1,44042.3,35954.09,22516.9,4609.1,69094.1,16032.7,-2375.2,2.2,30.59,101.45,40345.2
Strides Shasun Ltd.,3164.1,3027.3,48,,,2877.4,1965.85,1421.7,602.2,5413.2,1642.3,823.6,3.01,3411.4,3293.5,98.9,,10.5,3006.1,2134.71,2496.8,853.2,7830,2496.3,631.1,3.74,257.8,291.4,5098.9
Sun Pharmaceutical Inds. Ltd.,10169,8009.9,1161.5,19.1,1,7931.9,5042.4,1983.9,1135.7,14369,3658.6,3245.6,7.16,13078.2,9541.8,2381.3,7.6,8.3,10009.1,7472.81,17701.1,1370.1,32316.4,13182.6,2125.8,7.84,58.8,78.77,8717.5
Syndicate Bank,39086.8,,37572.2,,0.5,34745.5,6902.52,6958.1,20268.5,472231.8,80385.8,81416.8,1.09,43483.1,,41921.9,15.5,2.6,39454.1,7391.78,10422.5,25047.9,521282.8,43359,-10189.1,1.26,56.3,49.9,344354.3
T V S Motor Co. Ltd.,33109.5,27902.5,248,1.1,3.2,31654.3,21690.51,937.9,4210.1,12916.1,2867.5,2440.8,3.46,34108.9,28549,143.1,3.6,3.8,32750.8,22947.59,1868.4,4521.9,15376,3469.5,2230.5,2.38,38.27,48.92,10752.5
Tata Chemicals Ltd.,27625.5,25253,478.6,16.5,53,25637,17313.33,2136.2,3590.3,37982.5,9440.7,4871,1.15,32301.9,29837,783.2,88,42.5,28485.9,20745.48,8042.2,4810.9,45174.8,17124,6103.2,1.63,169.15,213.65,32028.8
Tata Consultancy Services Ltd.,177.4,20.5,156.9,,,25.7,7.56,3750,2272.1,6578.9,25,29.5,NA,81463.3,80434.5,586.4,,13.9,63149.1,34676.37,97.3,7142.8,47832.7,17612.5,19567.5,20.7,338.1,434.69,2661.1
Tata Global Beverages Ltd.,8559.3,7639.9,648.8,,10.1,7450.4,5581.63,1915,1297.4,14364.4,1608.7,1003.6,1.96,9616.1,8804.1,566.2,,13.7,8621.3,5543.77,1769.9,1801.6,15443.3,2477.5,435.8,2.86,63.74,76.59,14764.5
Tata Motors Ltd.,155936.4,129162.8,2810.2,47.5,134.8,146413.2,103911.63,11556.9,42593.5,102956.1,26710.5,27191.1,4.78,207123.2,171251.9,3892.2,28.7,28.4,196193.7,141458.77,24434.8,54483.5,139012.9,44969.4,12504.9,3.64,82.03,152.32,84010.2
Tata Power Co. Ltd.,44358.4,40682.3,1574,34.8,,38985,29722.21,17055.4,9072.1,80305.6,11347.4,10686.9,1.48,44467,38671.7,3540.1,359.6,,38876.2,31690.81,28369.2,7068.7,93786.2,20186.1,4259.6,1.38,37.15,46.56,87328.8
Tata Steel Ltd.,122386.3,106565,1532.2,321.7,,105727.2,60579.33,32407.6,21637,139948.5,22122.5,28878.4,3.13,162036.1,144003.2,1954.4,324.2,,130190,69478.5,25267.9,26400.2,167354.6,27409.9,38168.3,3.14,304.21,471.72,133726
Titan Company Ltd.,9771.1,8844.9,88.9,,2.6,10005.8,6584.86,2231.3,1492.5,7789.6,3432.2,1155.4,3.58,11615.5,10723.4,98.2,,46.1,12245.2,7734.91,2561.1,2451.7,8006.4,3967.7,1633.6,7.14,19.21,29.74,8465.1
Union Bank Of India,53767.3,,52548.2,,4.2,46646.8,5856.94,24343.5,20426.4,583294.4,49757,,0.93,58439.8,,55736.3,,6.1,51249.2,7569.13,39845.2,28347.2,724426.3,78004.3,,1.66,109.8,90.6,510665.6
Videocon Industries Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,2891
Vijaya Bank,25058.6,,23979.3,1.6,2.2,20945.5,2757.11,6730.8,10098,240729.4,18233.5,13850.5,2.08,24627.8,,23416.6,1.1,2.1,20822.1,2828.34,11108.2,9768.3,293404.5,24685.3,14364.1,1.81,60.85,39.45,190724.4
Wipro Ltd.,53164.3,51317.8,1032.4,108.3,6.8,44133.4,28240.02,65,8175,53582.7,16782.7,9139.1,9.03,73697.1,72260.6,746.7,108.9,1.1,58841.8,38275.39,406.7,11819.7,67426.5,23326.7,16664.2,9.65,223.44,308.01,41299.9
Wockhardt Ltd.,9271.4,8454.9,418.2,,5.2,7124.5,4885.29,8007.2,1685.4,17488.2,9297.3,2186.8,6.23,10562.5,8758.6,1073.3,1.2,,8615.4,5651.87,8097,1985.3,19650.7,10374.3,1575,6.04,389.05,380,10133.2
